spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-03-0051,野田城,,岩手県,Iwate,3
castle-03-0052,久慈城,,岩手県,Iwate,3
castle-03-0053,千徳城,,岩手県,Iwate,3
castle-03-0054,田鎖城,,岩手県,Iwate,3
castle-03-0055,大槌城,,岩手県,Iwate,3
castle-03-0056,鍋倉城（遠野城）,,岩手県,Iwate,3
castle-03-0057,横田城,,岩手県,Iwate,3
castle-03-0058,板沢城,,岩手県,Iwate,3
castle-03-0059,金田一城（四戸城）,,岩手県,Iwate,3
castle-03-0060,九戸城,,岩手県,Iwate,3
castle-03-0061,姉帯城,,岩手県,Iwate,3
castle-03-0062,一戸城,,岩手県,Iwate,3
castle-03-0063,浄法寺城,,岩手県,Iwate,3
castle-03-0064,一方井城,,岩手県,Iwate,3
castle-03-0065,葛巻城,,岩手県,Iwate,3
castle-03-0066,沼宮内城,,岩手県,Iwate,3
castle-03-0067,雫石城（滴石城・雫石御所）,,岩手県,Iwate,3
castle-03-0068,平館城,,岩手県,Iwate,3
castle-03-0069,盛岡城（不来方城）,,岩手県,Iwate,3
castle-03-0070,岩崎城,,岩手県,Iwate,3
castle-03-0071,志波城（斯波城）,,岩手県,Iwate,3
castle-03-0072,厨川柵,,岩手県,Iwate,3
castle-03-0073,郡山城（高水寺城・斯波御所）,,岩手県,Iwate,3
castle-03-0074,徳丹城,,岩手県,Iwate,3
castle-03-0075,長岡城,,岩手県,Iwate,3
castle-03-0076,江釣子城,,岩手県,Iwate,3
castle-03-0077,鹿島館（鬼柳城）,,岩手県,Iwate,3
castle-03-0078,黒沢尻柵,,岩手県,Iwate,3
castle-03-0079,二子城,,岩手県,Iwate,3
castle-03-0080,十二丁目城,,岩手県,Iwate,3
castle-03-0081,花巻城（鳥谷ヶ崎城）,,岩手県,Iwate,3
castle-03-0082,安俵城,,岩手県,Iwate,3
castle-03-0083,十八ヶ城（本館）,,岩手県,Iwate,3
castle-03-0084,世田米城,,岩手県,Iwate,3
castle-03-0085,岩谷堂城,,岩手県,Iwate,3
castle-03-0086,人首城,,岩手県,Iwate,3
castle-03-0087,胆沢城,,岩手県,Iwate,3
castle-03-0088,水沢城,,岩手県,Iwate,3
castle-03-0090,金ケ崎城,,岩手県,Iwate,3
castle-03-0091,上口内城,,岩手県,Iwate,3
castle-03-0092,前沢城,,岩手県,Iwate,3
castle-03-0093,薄衣城,,岩手県,Iwate,3
castle-03-0094,一関城,,岩手県,Iwate,3
castle-04-0095,仙台城（青葉城）,,宮城県,Miyagi,4
castle-04-0096,白石城（益岡城）,,宮城県,Miyagi,4
castle-04-0097,岩出山城（岩手沢城）,,宮城県,Miyagi,4
castle-04-0098,若林城,,宮城県,Miyagi,4
castle-04-0099,松森城,,宮城県,Miyagi,4
castle-04-0100,石巻城,,宮城県,Miyagi,4
castle-04-0101,涌谷城,,宮城県,Miyagi,4
