spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-45-1879,今城,Ima Castle,宮崎県,Miyazaki,45
castle-45-1880,小林城 (三ツ山城),Kobayashi Castle (Mitsuyamajo),宮崎県,Miyazaki,45
castle-45-1881,三ツ山城 (吉富城),Mitsuyamajo (Yoshitomijo),宮崎県,Miyazaki,45
castle-45-1882,野首城,Nokubi Castle,宮崎県,Miyazaki,45
castle-45-1883,岩牟礼城 (岩瀬城),Iwamure Castle (Iwasejo),宮崎県,Miyazaki,45
castle-45-1884,内木場城 (木葉城),Uchikoba Castle (Konohajo),宮崎県,Miyazaki,45
castle-45-1885,須木城 (鶴丸城),Suki Castle (Tsurumarujo),宮崎県,Miyazaki,45
castle-45-1886,高原城 (松ヶ城),Takaharu Castle (Matsugajo),宮崎県,Miyazaki,45
castle-45-1887,都之城,Miyakonojo Castle,宮崎県,Miyazaki,45
castle-45-1888,安永城,Yasunaga Castle,宮崎県,Miyazaki,45
castle-45-1889,野々美谷城,Nonomidani Castle,宮崎県,Miyazaki,45
castle-45-1890,志和池城,Shiwaichi Castle,宮崎県,Miyazaki,45
castle-45-1891,梅北城,Umekita Castle,宮崎県,Miyazaki,45
castle-45-1892,中山城 (仲山城),Nakayama Castle (Nakayama Castle),宮崎県,Miyazaki,45
castle-45-1893,亀頭山城 (亀頭城),Kitoyama Castle (Kitojo),宮崎県,Miyazaki,45
castle-46-1894,清水城,Shimizu Castle,鹿児島県,Kagoshima,46
castle-46-1895,内城,Uchijo Castle,鹿児島県,Kagoshima,46
castle-46-1896,鹿児島城 (鶴丸城),Kagoshima Castle (Tsurumarujo),鹿児島県,Kagoshima,46
castle-46-1897,東福寺城,Tofukuji Castle,鹿児島県,Kagoshima,46
castle-46-1898,伊作城 (亀丸城),Izaku Castle (Kamemarujo),鹿児島県,Kagoshima,46
castle-46-1899,加世田城,Kaseda Castle,鹿児島県,Kagoshima,46
castle-46-1900,平佐城,Hirasa Castle,鹿児島県,Kagoshima,46
castle-46-1901,一宇治城,Ichiuji Castle,鹿児島県,Kagoshima,46
castle-46-1902,串木野城,Kushikino Castle,鹿児島県,Kagoshima,46
castle-46-1903,清色城,Kiyoshiki Castle,鹿児島県,Kagoshima,46
castle-46-1904,虎居城,Torai Castle,鹿児島県,Kagoshima,46
castle-46-1905,堂崎城,Dozaki Castle,鹿児島県,Kagoshima,46
castle-46-1906,出水城,Izumi Castle,鹿児島県,Kagoshima,46
castle-46-1907,大口城,Okuchi Castle,鹿児島県,Kagoshima,46
castle-46-1908,馬越城,Magoshi Castle,鹿児島県,Kagoshima,46
castle-46-1909,知覧城,Chiran Castle,鹿児島県,Kagoshima,46
castle-46-1910,頴娃城 (獅子城),Ei Castle (Shishijo),鹿児島県,Kagoshima,46
castle-46-1911,小山田城,Oyamada Castle,鹿児島県,Kagoshima,46
castle-46-1912,松尾城 (川辺郡),Matsuo Castle (Kawanabe),鹿児島県,Kagoshima,46
castle-46-1913,平山城,Hirayama Castle,鹿児島県,Kagoshima,46
castle-46-1914,加治木城,Kajiki Castle,鹿児島県,Kagoshima,46
castle-46-1915,高山城 (肝属城),Koyama Castle (Kimotsukijo),鹿児島県,Kagoshima,46
castle-46-1916,国分城 (舞鶴城),Kokubu Castle (Maizurujo),鹿児島県,Kagoshima,46
castle-46-1917,清水城 (舞鶴城),Shimizu Castle (Maizurujo),鹿児島県,Kagoshima,46
castle-46-1918,国見城,Kunimi Castle,鹿児島県,Kagoshima,46
castle-46-1919,佐多城,Sata Castle,鹿児島県,Kagoshima,46
castle-46-1920,蒲生城,Kamo Castle,鹿児島県,Kagoshima,46
castle-46-1921,岩剣城,Iwatsurugi Castle,鹿児島県,Kagoshima,46
castle-46-1922,横川城,Yokogawa Castle,鹿児島県,Kagoshima,46
castle-46-1923,廻城,Meguri Castle,鹿児島県,Kagoshima,46
castle-46-1924,平房城,Hirabo Castle,鹿児島県,Kagoshima,46
castle-46-1925,富隈城,Tomikuma Castle,鹿児島県,Kagoshima,46
castle-46-1926,志布志城,Shibushi Castle,鹿児島県,Kagoshima,46
castle-46-1927,松山城,Matsuyama Castle,鹿児島県,Kagoshima,46
castle-47-1928,首里城,Shuri Castle,沖縄県,Okinawa,47
