spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-47-1929,中城城,Nakagusuku Castle,沖縄県,Okinawa,47
castle-47-1930,勝連城,Katsuren Castle,沖縄県,Okinawa,47
castle-47-1931,浦添城,Urasoe Castle,沖縄県,Okinawa,47
castle-47-1932,座喜味城,Zakimi Castle,沖縄県,Okinawa,47
castle-47-1933,伊波城,Iha Castle,沖縄県,Okinawa,47
castle-47-1934,伊祖城,Iso Castle,沖縄県,Okinawa,47
castle-47-1935,山田城,Yamada Castle,沖縄県,Okinawa,47
castle-47-1936,恩納城,Onna Castle,沖縄県,Okinawa,47
castle-47-1937,泊城,Tomari Castle,沖縄県,Okinawa,47
castle-47-1938,屋良城,Yara Castle,沖縄県,Okinawa,47
castle-47-1939,北谷城,Chatan Castle,沖縄県,Okinawa,47
castle-47-1940,三重城,Mie Castle,沖縄県,Okinawa,47
castle-47-1941,津喜武多城,Tsukibuta Castle,沖縄県,Okinawa,47
castle-47-1942,幸地城,Kochi Castle,沖縄県,Okinawa,47
castle-47-1943,棚原城,Tanahara Castle,沖縄県,Okinawa,47
castle-47-1944,新垣城,Arakaki Castle,沖縄県,Okinawa,47
castle-47-1945,台城,Uchi Castle,沖縄県,Okinawa,47
castle-47-1946,越来城,Goe Castle,沖縄県,Okinawa,47
castle-47-1947,知花城,Chibana Castle,沖縄県,Okinawa,47
castle-47-1948,平安座西城,Henza Nishi Castle,沖縄県,Okinawa,47
castle-47-1949,伊計城,Ikei Castle,沖縄県,Okinawa,47
castle-47-1950,江州城,Esu Castle,沖縄県,Okinawa,47
castle-47-1951,喜屋武城,Kyan Castle,沖縄県,Okinawa,47
castle-47-1952,具志川城,Gushikawa Castle,沖縄県,Okinawa,47
castle-47-1953,安慶名城,Agena Castle,沖縄県,Okinawa,47
castle-47-1955,大城城,Oshiro Castle,沖縄県,Okinawa,47
castle-47-1956,安谷屋城,Adaniya Castle,沖縄県,Okinawa,47
castle-47-1957,喜舎場城,Kishaba Castle,沖縄県,Okinawa,47
castle-47-1958,火根城,Hine Castle,沖縄県,Okinawa,47
castle-47-1959,玉城城,Tamagusuku Castle,沖縄県,Okinawa,47
castle-47-1960,知念城,Chinen Castle,沖縄県,Okinawa,47
castle-47-1961,垣花城,Kakinohana Castle,沖縄県,Okinawa,47
castle-47-1962,糸数城,Itokazu Castle,沖縄県,Okinawa,47
castle-47-1964,長嶺城,Nagamine Castle,沖縄県,Okinawa,47
castle-47-1965,豊見城城,Tomigusuku Castle,沖縄県,Okinawa,47
castle-47-1966,瀬長城,Senaga Castle,沖縄県,Okinawa,47
castle-47-1967,兼城城,Kanegusuku Castle,沖縄県,Okinawa,47
castle-47-1968,照屋城,Teruya Castle,沖縄県,Okinawa,47
castle-47-1969,南山城 (島尻大里城),Nanzan Castle (Shimajiri Ozato Castle),沖縄県,Okinawa,47
castle-47-1970,真栄里城,Maesato Castle,沖縄県,Okinawa,47
castle-47-1971,真壁城,Makabe Castle,沖縄県,Okinawa,47
castle-47-1972,上里城,Uezato Castle,沖縄県,Okinawa,47
castle-47-1973,石原城 (伊原城),Ishihara Castle (Ibara Castle),沖縄県,Okinawa,47
castle-47-1974,米須城,Komesu Castle,沖縄県,Okinawa,47
castle-47-1975,摩文仁城,Mabuni Castle,沖縄県,Okinawa,47
castle-47-1976,多田名城,Tadana Castle,沖縄県,Okinawa,47
castle-47-1977,具志頭城,Gushichan Castle,沖縄県,Okinawa,47
castle-47-1978,佐敷城,Sashiki Castle,沖縄県,Okinawa,47
castle-47-1979,八重瀬城,Yaese Castle,沖縄県,Okinawa,47
castle-47-1980,勢理城,Seri Castle,沖縄県,Okinawa,47
