spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-47-2033,加徳支城,Gadeok Branch Castle,沖縄県,Okinawa,47
castle-47-2034,加徳城,Gadeok Castle,沖縄県,Okinawa,47
castle-47-2035,金海竹島城,Gimhae Jukdo Castle,沖縄県,Okinawa,47
castle-47-2036,梁山城,Yangsan Castle,沖縄県,Okinawa,47
castle-47-2037,孤浦城,Gopo Castle,沖縄県,Okinawa,47
castle-47-2038,農所城,Nongso Castle,沖縄県,Okinawa,47
castle-47-2039,馬沙城,Masa Castle,沖縄県,Okinawa,47
castle-47-2040,馬山城,Masan Castle,沖縄県,Okinawa,47
castle-47-2041,安骨浦城,Angolpo Castle,沖縄県,Okinawa,47
castle-47-2042,熊川城,Ungcheon Castle,沖縄県,Okinawa,47
castle-47-2043,永登浦城,Yeongdeungpo Castle,沖縄県,Okinawa,47
castle-47-2044,松真浦城,Songjinpo Castle,沖縄県,Okinawa,47
castle-47-2045,長門浦城,Jangmunpo Castle,沖縄県,Okinawa,47
castle-47-2046,見乃梁城,Gyeononaeryang Castle,沖縄県,Okinawa,47
castle-47-2047,固城城,Goseong Castle,沖縄県,Okinawa,47
castle-47-2048,泗川城,Sacheon Castle,沖縄県,Okinawa,47
castle-47-2049,釜山鎮城,Busanjin Castle,沖縄県,Okinawa,47
castle-47-2050,子城台,Jasungdae Castle,沖縄県,Okinawa,47
castle-47-2051,徳橋城,Deokgyo Castle,沖縄県,Okinawa,47
castle-47-2052,昌原城,Changwon Castle,沖縄県,Okinawa,47
castle-47-2053,南海城,Namhae Castle,沖縄県,Okinawa,47
castle-47-2054,順天城,Suncheon Castle,沖縄県,Okinawa,47
