spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-21-0864,飯羽間城,Iibama Castle,岐阜県,Gifu,21
castle-21-0865,苗木城,Naegi Castle,岐阜県,Gifu,21
castle-21-0866,伏屋城,Fushiya Castle,岐阜県,Gifu,21
castle-21-0867,米田城,Yoneda Castle,岐阜県,Gifu,21
castle-21-0868,片山城,Katayama Castle,岐阜県,Gifu,21
castle-21-0869,菩提山城,Bodaiyama Castle,岐阜県,Gifu,21
castle-21-0870,岩手城,Iwate Castle,岐阜県,Gifu,21
castle-21-0871,垂井城,Tarui Castle,岐阜県,Gifu,21
castle-21-0872,北方城,Kitagata Castle,岐阜県,Gifu,21
castle-21-0873,墨俣城,Sunomata Castle,岐阜県,Gifu,21
castle-21-0874,本郷城,Hongo Castle,岐阜県,Gifu,21
castle-21-0875,小寺城,Kodera Castle,岐阜県,Gifu,21
castle-21-0878,太郎ヶ城,Tarogajo Castle,岐阜県,Gifu,21
castle-21-0879,本城山城,Honjoyama Castle,岐阜県,Gifu,21
castle-21-0880,無動寺城,Mudoji Castle,岐阜県,Gifu,21
castle-21-0881,明知城,Akechi Castle,岐阜県,Gifu,21
castle-21-0882,明智城,Akechi Castle,岐阜県,Gifu,21
castle-21-0883,毛利山城,Moriyama Castle,岐阜県,Gifu,21
castle-21-0884,柳津城,Yanaizu Castle,岐阜県,Gifu,21
castle-21-0885,揖斐城,Ibi Castle,岐阜県,Gifu,21
castle-21-0887,掛洞城,Kakebora Castle,岐阜県,Gifu,21
castle-21-0888,帰雲城,Kaerumo Castle,岐阜県,Gifu,21
castle-21-0889,向小島城,Mukaikojima Castle,岐阜県,Gifu,21
castle-21-0890,広瀬城,Hirose Castle,岐阜県,Gifu,21
castle-21-0891,高原諏訪城,Takahara Suwa Castle,岐阜県,Gifu,21
castle-21-0892,高山城,Takayama Castle,岐阜県,Gifu,21
castle-21-0893,桜洞城,Sakurahora Castle,岐阜県,Gifu,21
castle-21-0894,山下城,Yamashita Castle,岐阜県,Gifu,21
castle-21-0895,土城,Tsuchi Castle,岐阜県,Gifu,21
castle-21-0896,洞城,Hora Castle,岐阜県,Gifu,21
castle-21-0897,寺林城,Terabayashi Castle,岐阜県,Gifu,21
castle-21-0898,政元城,Masamoto Castle,岐阜県,Gifu,21
castle-21-0899,牧戸城,Makido Castle,岐阜県,Gifu,21
castle-21-0901,古川城,Furukawa Castle,岐阜県,Gifu,21
castle-21-0902,松倉城,Matsukura Castle,岐阜県,Gifu,21
castle-21-0903,野口城,Noguchi Castle,岐阜県,Gifu,21
castle-21-0904,神岡城,Kamioka Castle,岐阜県,Gifu,21
castle-21-0905,増島城,Masujima Castle,岐阜県,Gifu,21
castle-21-0906,東町城,Higashimachi Castle,岐阜県,Gifu,21
castle-21-0907,萩原諏訪城,Hagiwara Suwa Castle,岐阜県,Gifu,21
castle-21-0908,荻町城,Ogimachi Castle,岐阜県,Gifu,21
castle-21-0909,尾崎城,Ozaki Castle,岐阜県,Gifu,21
castle-21-0910,傘松城,Kasamatsu Castle,岐阜県,Gifu,21
castle-21-0911,石神城,Ishigami Castle,岐阜県,Gifu,21
castle-21-0912,向牧戸城,Mukaimakido Castle,岐阜県,Gifu,21
castle-21-0913,馬籠城,Magome Castle,岐阜県,Gifu,21
castle-21-0915,田代城,Tashiro Castle,岐阜県,Gifu,21
castle-22-0916,花沢城,Hanazawa Castle,静岡県,Shizuoka,22
castle-22-0917,田中城,Tanaka Castle,静岡県,Shizuoka,22
castle-22-0918,持船城,Mochibune Castle,静岡県,Shizuoka,22
