spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-44-1829,日出城（暘谷城）,,大分県,Oita,44
castle-44-1830,府内城（大分城）,,大分県,Oita,44
castle-44-1831,平田城,,大分県,Oita,44
castle-44-1832,高崎山城,,大分県,Oita,44
castle-44-1833,鶴崎城,,大分県,Oita,44
castle-44-1834,臼杵城（丹生島城）,,大分県,Oita,44
castle-44-1835,佐伯城,,大分県,Oita,44
castle-44-1836,朝日嶽城,,大分県,Oita,44
castle-44-1837,栂牟礼城,,大分県,Oita,44
castle-44-1838,日田城（大蔵城）,,大分県,Oita,44
castle-44-1839,日隈城,,大分県,Oita,44
castle-44-1840,永山城（丸山城）,,大分県,Oita,44
castle-44-1841,玖珠城,,大分県,Oita,44
castle-44-1842,角牟礼城,,大分県,Oita,44
castle-44-1843,岡城,,大分県,Oita,44
castle-45-1844,飫肥城,,宮崎県,Miyazaki,45
castle-45-1845,宮崎城,,宮崎県,Miyazaki,45
castle-45-1846,石塚城,,宮崎県,Miyazaki,45
castle-45-1847,延岡城（縣城）,,宮崎県,Miyazaki,45
castle-45-1848,高鍋城（舞鶴城）,,宮崎県,Miyazaki,45
castle-45-1849,松尾城,,宮崎県,Miyazaki,45
castle-45-1850,西階城,,宮崎県,Miyazaki,45
castle-45-1851,井上城,,宮崎県,Miyazaki,45
castle-45-1852,浦城城,,宮崎県,Miyazaki,45
castle-45-1853,綾城,,宮崎県,Miyazaki,45
castle-45-1854,高城,,宮崎県,Miyazaki,45
castle-45-1855,月山日和城（高城）,,宮崎県,Miyazaki,45
castle-45-1856,穆佐城（高城）,,宮崎県,Miyazaki,45
castle-45-1857,清武城,,宮崎県,Miyazaki,45
castle-45-1858,佐土原城,,宮崎県,Miyazaki,45
castle-45-1859,都於郡城,,宮崎県,Miyazaki,45
castle-45-1860,新納石城,,宮崎県,Miyazaki,45
castle-45-1861,曽井城,,宮崎県,Miyazaki,45
castle-45-1862,天ヶ城,,宮崎県,Miyazaki,45
castle-45-1863,山田城,,宮崎県,Miyazaki,45
castle-45-1864,梶山城,,宮崎県,Miyazaki,45
castle-45-1865,勝岡城,,宮崎県,Miyazaki,45
castle-45-1866,樺山城,,宮崎県,Miyazaki,45
castle-45-1867,櫛間城,,宮崎県,Miyazaki,45
castle-45-1868,野尻城,,宮崎県,Miyazaki,45
castle-45-1869,紙屋城,,宮崎県,Miyazaki,45
castle-45-1870,戸崎城,,宮崎県,Miyazaki,45
castle-45-1871,飯野城（亀城）,,宮崎県,Miyazaki,45
castle-45-1872,加久藤城,,宮崎県,Miyazaki,45
castle-45-1873,大明神城（大明司塁）,,宮崎県,Miyazaki,45
castle-45-1874,徳満城,,宮崎県,Miyazaki,45
castle-45-1875,園田城,,宮崎県,Miyazaki,45
castle-45-1876,馬関田城（東福城）,,宮崎県,Miyazaki,45
castle-45-1877,桶平城（田原陣）,,宮崎県,Miyazaki,45
castle-45-1878,大河平城,,宮崎県,Miyazaki,45
