spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-32-1427,福光城,Fukumitsu Castle,島根県,Shimane,32
castle-32-1428,山吹城,Yamabuki Castle,島根県,Shimane,32
castle-32-1429,川本温湯城,Kawamoto Nukuyu Castle,島根県,Shimane,32
castle-32-1430,丸山城,Maruyama Castle,島根県,Shimane,32
castle-32-1431,藤掛城,Fujikake Castle,島根県,Shimane,32
castle-32-1432,青杉城,Aosugi Castle,島根県,Shimane,32
castle-32-1433,鵜の丸城,Unomaru Castle,島根県,Shimane,32
castle-32-1434,国府尾城,Kounoo Castle,島根県,Shimane,32
castle-33-1435,岡山城 (烏城),Okayama Castle (Ujo),岡山県,Okayama,33
castle-33-1436,乙子城,Otokogo Castle,岡山県,Okayama,33
castle-33-1437,奈良部城,Narabu Castle,岡山県,Okayama,33
castle-33-1438,砥石城,Toishi Castle,岡山県,Okayama,33
castle-33-1439,三石城,Mitsuishi Castle,岡山県,Okayama,33
castle-33-1440,富山城,Toyama Castle,岡山県,Okayama,33
castle-33-1441,茶臼山城,Chausuyama Castle,岡山県,Okayama,33
castle-33-1442,天神山城,Tenjinyama Castle,岡山県,Okayama,33
castle-33-1443,亀山城 (沼城),Kameyama Castle (Numajo),岡山県,Okayama,33
castle-33-1444,金川城,Kanagawa Castle,岡山県,Okayama,33
castle-33-1445,虎倉城,Kogura Castle,岡山県,Okayama,33
castle-33-1446,飯盛山城,Iimoriyama Castle,岡山県,Okayama,33
castle-33-1447,舟山城,Funayama Castle,岡山県,Okayama,33
castle-33-1448,明善寺城,Myozenji Castle,岡山県,Okayama,33
castle-33-1449,中島城,Nakajima Castle,岡山県,Okayama,33
castle-33-1450,保木城,Hoki Castle,岡山県,Okayama,33
castle-33-1451,常山城,Tsuneyama Castle,岡山県,Okayama,33
castle-33-1452,矢筈城,Yahazu Castle,岡山県,Okayama,33
castle-33-1453,大別当城,Daibetto Castle,岡山県,Okayama,33
castle-33-1454,竹山城,Takeyama Castle,岡山県,Okayama,33
castle-33-1455,三星城,Mitsuboshi Castle,岡山県,Okayama,33
castle-33-1456,美和山城,Miwayama Castle,岡山県,Okayama,33
castle-33-1457,稲荷山城,Inariyama Castle,岡山県,Okayama,33
castle-33-1458,津山城 (鶴山城),Tsuyama Castle (Kakuzan-jo),岡山県,Okayama,33
castle-33-1459,岩屋城,Iwaya Castle,岡山県,Okayama,33
castle-33-1460,高田城,Takada Castle,岡山県,Okayama,33
castle-33-1461,麓城,Fumoto Castle,岡山県,Okayama,33
castle-33-1462,勝山城,Katsuyama Castle,岡山県,Okayama,33
castle-33-1463,神楽尾城,Kagurao Castle,岡山県,Okayama,33
castle-33-1464,嵯峨山城,Sagayama Castle,岡山県,Okayama,33
castle-33-1465,高野城,Takano Castle,岡山県,Okayama,33
castle-33-1466,荒神山城,Kojinyama Castle,岡山県,Okayama,33
castle-33-1467,備中松山城 (高梁城),Bitchu Matsuyama Castle (Takahashi Castle),岡山県,Okayama,33
castle-33-1468,高松城,Takamatsu Castle,岡山県,Okayama,33
castle-33-1469,鬼ノ城,Kinojo Castle,岡山県,Okayama,33
castle-33-1470,鬼身城,Onimi Castle,岡山県,Okayama,33
castle-33-1471,幸山城,Kozan Castle,岡山県,Okayama,33
castle-33-1472,猿掛城,Sarukake Castle,岡山県,Okayama,33
castle-33-1473,鶴首城,Tsurukubi Castle,岡山県,Okayama,33
castle-33-1474,成羽城 (成羽陣屋),Nariwa Castle (Nariwa Jinya),岡山県,Okayama,33
castle-33-1475,笠岡城,Kasaoka Castle,岡山県,Okayama,33
castle-33-1476,楪城,Yuzuriha Castle,岡山県,Okayama,33
