spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-26-1123,阿弥陀ヶ峰城 (京都市),Amidagamine Castle (Kyoto),京都府,Kyoto,26
castle-26-1124,福知山城,Fukuchiyama Castle,京都府,Kyoto,26
castle-26-1125,亀山城,Kameyama Castle,京都府,Kyoto,26
castle-26-1126,八木城,Yagi Castle,京都府,Kyoto,26
castle-26-1127,神尾山城,Kamioyama Castle,京都府,Kyoto,26
castle-26-1128,園部城,Sonobe Castle,京都府,Kyoto,26
castle-26-1129,周山城,Shuzan Castle,京都府,Kyoto,26
castle-26-1130,建部山城,Takebeyama Castle,京都府,Kyoto,26
castle-26-1131,今熊野城,Imakumano Castle,京都府,Kyoto,26
castle-26-1132,田辺城 (舞鶴城),Tanabe Castle (Maizuru Castle),京都府,Kyoto,26
castle-26-1133,宮津城,Miyazu Castle,京都府,Kyoto,26
castle-26-1134,弓木城,Yumiki Castle,京都府,Kyoto,26
castle-26-1135,宮津八幡山城,Miyazu Hachimanyama Castle,京都府,Kyoto,26
castle-26-1136,日置上城,Hioki-kami Castle,京都府,Kyoto,26
castle-27-1137,大坂城 (錦城),Osaka Castle (Kinjo),大阪府,Osaka,27
castle-27-1138,池田城,Ikeda Castle,大阪府,Osaka,27
castle-27-1139,茨木城,Ibaraki Castle,大阪府,Osaka,27
castle-27-1140,三宅城,Miyake Castle,大阪府,Osaka,27
castle-27-1141,芥川山城,Akutagawayama Castle,大阪府,Osaka,27
castle-27-1142,芥川城,Akutagawa Castle,大阪府,Osaka,27
castle-27-1143,普門寺城,Fumonji Castle,大阪府,Osaka,27
castle-27-1144,田能城,Tano Castle,大阪府,Osaka,27
castle-27-1145,高槻城,Takatsuki Castle,大阪府,Osaka,27
castle-27-1146,丸山城,Maruyama Castle,大阪府,Osaka,27
castle-27-1147,野田城,Noda Castle,大阪府,Osaka,27
castle-27-1148,福井城,Fukui Castle,大阪府,Osaka,27
castle-27-1149,安威城,Ai Castle,大阪府,Osaka,27
castle-27-1150,榎並城,Enami Castle,大阪府,Osaka,27
castle-27-1151,太田城,Ota Castle,大阪府,Osaka,27
castle-27-1152,江口城,Eguchi Castle,大阪府,Osaka,27
castle-27-1153,堀城,Hori Castle,大阪府,Osaka,27
castle-27-1154,柴島城,Kunijima Castle,大阪府,Osaka,27
castle-27-1155,大塚城 (茶臼山陣城),Otsuka Castle (Chausuyama Jinjo),大阪府,Osaka,27
castle-27-1156,大和田城,Owada Castle,大阪府,Osaka,27
castle-27-1157,郡山城,Koriyama Castle,大阪府,Osaka,27
castle-27-1158,吹田城,Suita Castle,大阪府,Osaka,27
castle-27-1159,原田城,Harada Castle,大阪府,Osaka,27
castle-27-1160,地黄城 (地黄陣屋),Jio Castle (Jio Jinya),大阪府,Osaka,27
castle-27-1161,岸和田城 (千亀利城),Kishiwada Castle (Chikirijo Castle),大阪府,Osaka,27
castle-27-1162,淡輪城,Tannowa Castle,大阪府,Osaka,27
castle-27-1163,深井城,Fukai Castle,大阪府,Osaka,27
castle-27-1164,畠中城,Hatakenaka Castle,大阪府,Osaka,27
castle-27-1165,雨山城 (土丸城),Amayama Castle (Tsuchimaru Castle),大阪府,Osaka,27
castle-27-1166,千石堀城,Sengokuhori Castle,大阪府,Osaka,27
castle-27-1167,貝吹山城,Kaibukiyama Castle,大阪府,Osaka,27
castle-27-1168,積善寺城,Shakuzenji Castle,大阪府,Osaka,27
castle-27-1169,二田城,Futada Castle,大阪府,Osaka,27
castle-27-1170,若江城,Wakae Castle,大阪府,Osaka,27
castle-27-1171,高屋城,Takaya Castle,大阪府,Osaka,27
castle-27-1172,飯盛山城,Iimoriyama Castle,大阪府,Osaka,27
