spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-47-1929,中城城,,沖縄県,Okinawa,47
castle-47-1930,勝連城,,沖縄県,Okinawa,47
castle-47-1931,浦添城,,沖縄県,Okinawa,47
castle-47-1932,座喜味城,,沖縄県,Okinawa,47
castle-47-1933,伊波城,,沖縄県,Okinawa,47
castle-47-1934,伊祖城,,沖縄県,Okinawa,47
castle-47-1935,山田城,,沖縄県,Okinawa,47
castle-47-1936,恩納城,,沖縄県,Okinawa,47
castle-47-1937,泊城,,沖縄県,Okinawa,47
castle-47-1938,屋良城,,沖縄県,Okinawa,47
castle-47-1939,北谷城,,沖縄県,Okinawa,47
castle-47-1940,三重城,,沖縄県,Okinawa,47
castle-47-1941,津喜武多城,,沖縄県,Okinawa,47
castle-47-1942,幸地城,,沖縄県,Okinawa,47
castle-47-1943,棚原城,,沖縄県,Okinawa,47
castle-47-1944,新垣城,,沖縄県,Okinawa,47
castle-47-1945,台城,,沖縄県,Okinawa,47
castle-47-1946,越来城,,沖縄県,Okinawa,47
castle-47-1947,知花城,,沖縄県,Okinawa,47
castle-47-1948,平安座西城,,沖縄県,Okinawa,47
castle-47-1949,伊計城,,沖縄県,Okinawa,47
castle-47-1950,江州城,,沖縄県,Okinawa,47
castle-47-1951,喜屋武城,,沖縄県,Okinawa,47
castle-47-1952,具志川城,,沖縄県,Okinawa,47
castle-47-1953,安慶名城,,沖縄県,Okinawa,47
castle-47-1955,大城城,,沖縄県,Okinawa,47
castle-47-1956,安谷屋城,,沖縄県,Okinawa,47
castle-47-1957,喜舎場城,,沖縄県,Okinawa,47
castle-47-1958,火根城,,沖縄県,Okinawa,47
castle-47-1959,玉城城,,沖縄県,Okinawa,47
castle-47-1960,知念城,,沖縄県,Okinawa,47
castle-47-1961,垣花城,,沖縄県,Okinawa,47
castle-47-1962,糸数城,,沖縄県,Okinawa,47
castle-47-1964,長嶺城,,沖縄県,Okinawa,47
castle-47-1965,豊見城城,,沖縄県,Okinawa,47
castle-47-1966,瀬長城,,沖縄県,Okinawa,47
castle-47-1967,兼城城,,沖縄県,Okinawa,47
castle-47-1968,照屋城,,沖縄県,Okinawa,47
castle-47-1969,南山城（島尻大里城）,,沖縄県,Okinawa,47
castle-47-1970,真栄里城,,沖縄県,Okinawa,47
castle-47-1971,真壁城,,沖縄県,Okinawa,47
castle-47-1972,上里城,,沖縄県,Okinawa,47
castle-47-1973,石原城（伊原城）,,沖縄県,Okinawa,47
castle-47-1974,米須城,,沖縄県,Okinawa,47
castle-47-1975,摩文仁城,,沖縄県,Okinawa,47
castle-47-1976,多田名城,,沖縄県,Okinawa,47
castle-47-1977,具志頭城,,沖縄県,Okinawa,47
castle-47-1978,佐敷城,,沖縄県,Okinawa,47
castle-47-1979,八重瀬城,,沖縄県,Okinawa,47
castle-47-1980,勢理城,,沖縄県,Okinawa,47
