spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-25-1073,大津城,Otsu Castle,滋賀県,Shiga,25
castle-25-1074,小谷城,Odani Castle,滋賀県,Shiga,25
castle-25-1075,坂本城,Sakamoto Castle,滋賀県,Shiga,25
castle-25-1076,佐和山城,Sawayama Castle,滋賀県,Shiga,25
castle-25-1077,膳所城,Zeze Castle,滋賀県,Shiga,25
castle-25-1078,長浜城,Nagahama Castle,滋賀県,Shiga,25
castle-25-1079,水口城 (碧水城),Minakuchi Castle (Hekisuijo Castle),滋賀県,Shiga,25
castle-25-1080,水口岡山城 (水口古城),Minakuchi Okayama Castle (Minakuchi Kojo),滋賀県,Shiga,25
castle-25-1081,横山城,Yokoyama Castle,滋賀県,Shiga,25
castle-25-1082,望月城,Mochizuki Castle,滋賀県,Shiga,25
castle-25-1083,鎌刃城,Kamaba Castle,滋賀県,Shiga,25
castle-25-1084,上平寺城,Joheiji Castle,滋賀県,Shiga,25
castle-25-1085,東野山城,Higashinoyama Castle,滋賀県,Shiga,25
castle-25-1086,山本山城,Yamamotoyama Castle,滋賀県,Shiga,25
castle-25-1087,水茎岡山城,Mizuguki Okayama Castle,滋賀県,Shiga,25
castle-25-1088,観音寺城,Kannonji Castle,滋賀県,Shiga,25
castle-25-1089,山崎山城,Yamazaki-yama Castle,滋賀県,Shiga,25
castle-25-1090,八幡山城,Hachimanyama Castle,滋賀県,Shiga,25
castle-25-1091,壺笠山城,Tsubokasayama Castle,滋賀県,Shiga,25
castle-25-1092,宇佐山城,Usayama Castle,滋賀県,Shiga,25
castle-25-1093,日野城,Hino Castle,滋賀県,Shiga,25
castle-25-1094,音羽城,Otowa Castle,滋賀県,Shiga,25
castle-25-1095,箕作城,Mitsukuri Castle,滋賀県,Shiga,25
castle-25-1096,清水山城,Shimizuyama Castle,滋賀県,Shiga,25
castle-25-1097,大溝城,Omizo Castle,滋賀県,Shiga,25
castle-25-1098,三雲城,Mikumo Castle,滋賀県,Shiga,25
castle-25-1099,朽木谷城,Kutsukidani Castle,滋賀県,Shiga,25
castle-25-1100,荒神山城,Kojinyama Castle,滋賀県,Shiga,25
castle-25-1101,河瀬城,Kawase Castle,滋賀県,Shiga,25
castle-25-1102,肥田城,Hida Castle,滋賀県,Shiga,25
castle-25-1103,鯰江城,Namazue Castle,滋賀県,Shiga,25
castle-25-1104,高宮城,Takamiya Castle,滋賀県,Shiga,25
castle-25-1105,寺村城,Teramura Castle,滋賀県,Shiga,25
castle-25-1106,矢守城,Yamori Castle,滋賀県,Shiga,25
castle-25-1107,和田城,Wada Castle,滋賀県,Shiga,25
castle-26-1108,二条城 (二条御所),Nijo Castle (Nijo Gosho),京都府,Kyoto,26
castle-26-1109,勝竜寺城,Shoryuji Castle,京都府,Kyoto,26
castle-26-1110,聚楽城 (聚楽第),Juraku Castle (Jurakudai),京都府,Kyoto,26
castle-26-1111,伏見城 (桃山城),Fushimi Castle (Momoyama Castle),京都府,Kyoto,26
castle-26-1112,槇島城,Makishima Castle,京都府,Kyoto,26
castle-26-1113,嵐山城,Arashiyama Castle,京都府,Kyoto,26
castle-26-1114,鹿背山城,Kaseyama Castle,京都府,Kyoto,26
castle-26-1115,淀古城,Yodo Kojo,京都府,Kyoto,26
castle-26-1116,淀城,Yodo Castle,京都府,Kyoto,26
castle-26-1117,船岡山城,Funayama Castle,京都府,Kyoto,26
castle-26-1118,山崎城 (宝寺城 / 天王山城),Yamazaki Castle (Hoderaji Castle / Tennoyama Castle),京都府,Kyoto,26
castle-26-1119,堂ノ庭城,Dononiwa Castle,京都府,Kyoto,26
castle-26-1120,将軍山城 (瓜生山城 / 北白川城),Shogunyama Castle (Uryuyama Castle / Kitashirakawa Castle),京都府,Kyoto,26
castle-26-1121,中尾城,Nakao Castle,京都府,Kyoto,26
castle-26-1122,東山霊山城,Higashiyama Ryozen Castle,京都府,Kyoto,26
