spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-28-1224,淡河城,Ogo Castle,兵庫県,Hyogo,28
castle-28-1225,加古川城,Kakogawa Castle,兵庫県,Hyogo,28
castle-28-1226,志方城,Shikata Castle,兵庫県,Hyogo,28
castle-28-1227,上月城,Kozuki Castle,兵庫県,Hyogo,28
castle-28-1228,白旗城,Shirahata Castle,兵庫県,Hyogo,28
castle-28-1229,御着城,Gochaku Castle,兵庫県,Hyogo,28
castle-28-1230,龍野城,Tatsuno Castle,兵庫県,Hyogo,28
castle-28-1231,利神城,Rikami Castle,兵庫県,Hyogo,28
castle-28-1232,波賀城,Haga Castle,兵庫県,Hyogo,28
castle-28-1233,枝吉城,Edayoshi Castle,兵庫県,Hyogo,28
castle-28-1234,赤穂城,Ako Castle,兵庫県,Hyogo,28
castle-28-1235,神吉城,Kanki Castle,兵庫県,Hyogo,28
castle-28-1236,光明寺城,Komyoji Castle,兵庫県,Hyogo,28
castle-28-1237,小谷城,Odani Castle,兵庫県,Hyogo,28
castle-28-1238,感状山城,Kanjoyama Castle,兵庫県,Hyogo,28
castle-28-1239,大嶋城,Oshima Castle,兵庫県,Hyogo,28
castle-28-1241,山崎城,Yamazaki Castle,兵庫県,Hyogo,28
castle-28-1242,中道子山城,Chudoshisan Castle,兵庫県,Hyogo,28
castle-28-1243,豊地城,Toyochi Castle,兵庫県,Hyogo,28
castle-28-1244,善防山城,Zenboyama Castle,兵庫県,Hyogo,28
castle-28-1245,船上城,Funage Castle,兵庫県,Hyogo,28
castle-28-1246,満久城,Maku Castle,兵庫県,Hyogo,28
castle-28-1247,妙見山城,Myokenyama Castle,兵庫県,Hyogo,28
castle-28-1248,洲本城,Sumoto Castle,兵庫県,Hyogo,28
castle-29-1249,高取城,Takatori Castle,奈良県,Nara,29
castle-29-1250,多聞山城,Tamonoyama Castle,奈良県,Nara,29
castle-29-1251,柳生城,Yagyu Castle,奈良県,Nara,29
castle-29-1252,五条二見城,Gojo Futami Castle,奈良県,Nara,29
castle-29-1253,信貴山城,Shigisan Castle,奈良県,Nara,29
castle-29-1254,龍王山城,Ryuozan Castle,奈良県,Nara,29
castle-29-1255,二上山城,Nijozan Castle,奈良県,Nara,29
castle-29-1256,山田城,Yamada Castle,奈良県,Nara,29
castle-29-1257,上庄北城,Kamishokita Castle,奈良県,Nara,29
castle-29-1258,郡山城,Koriyama Castle,奈良県,Nara,29
castle-29-1259,高山城,Takayama Castle,奈良県,Nara,29
castle-29-1260,宇陀松山城,Uda Matsuyama Castle,奈良県,Nara,29
castle-29-1261,筒井城,Tsutsui Castle,奈良県,Nara,29
castle-29-1262,小泉城,Koizumi Castle,奈良県,Nara,29
castle-29-1263,片岡城,Kataoka Castle,奈良県,Nara,29
castle-29-1264,辰市城,Tatsuichi Castle,奈良県,Nara,29
castle-29-1265,福住中定城,Fukuzumi Nakasada Castle,奈良県,Nara,29
castle-29-1266,椿井城,Tsubai Castle,奈良県,Nara,29
castle-29-1267,十市城,Toichi Castle,奈良県,Nara,29
castle-29-1268,宿院城,Shukuin Castle,奈良県,Nara,29
castle-29-1269,森屋城,Moriya Castle,奈良県,Nara,29
castle-29-1270,佐紀城,Saki Castle,奈良県,Nara,29
castle-29-1271,超昇寺城,Choshoji Castle,奈良県,Nara,29
castle-30-1272,和歌山城,Wakayama Castle,和歌山県,Wakayama,30
castle-30-1273,新宮城 (丹鶴城 / 沖見城),Shingu Castle (Tankaku Castle / Okimi Castle),和歌山県,Wakayama,30
castle-30-1274,太田城,Ota Castle,和歌山県,Wakayama,30
