spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-27-1173,三箇城,Sanga Castle,大阪府,Osaka,27
castle-27-1174,交野城,Katano Castle,大阪府,Osaka,27
castle-27-1175,枚方城,Hirakata Castle,大阪府,Osaka,27
castle-27-1176,津田城 (国見山城),Tsuda Castle (Kunimiyama Castle),大阪府,Osaka,27
castle-27-1177,高安城,Takayasu Castle,大阪府,Osaka,27
castle-27-1178,上赤坂城,Kami-Akasaka Castle,大阪府,Osaka,27
castle-27-1179,下赤坂城,Shimo-Akasaka Castle,大阪府,Osaka,27
castle-27-1181,岡山城,Okayama Castle,大阪府,Osaka,27
castle-27-1182,田原城,Tawara Castle,大阪府,Osaka,27
castle-27-1183,野崎城,Nozaki Castle,大阪府,Osaka,27
castle-27-1184,千早城,Chihaya Castle,大阪府,Osaka,27
castle-27-1185,平石城,Hiraishi Castle,大阪府,Osaka,27
castle-27-1186,小阪城,Kosaka Castle,大阪府,Osaka,27
castle-28-1187,伊丹城 (有岡城),Itami Castle (Arioka Castle),兵庫県,Hyogo,28
castle-28-1188,尼崎城 (琴浦城),Amagasaki Castle (Kotoura Castle),兵庫県,Hyogo,28
castle-28-1189,越水城,Koshimizu Castle,兵庫県,Hyogo,28
castle-28-1190,瓦林城,Kawarabayashi Castle,兵庫県,Hyogo,28
castle-28-1191,丸山城,Maruyama Castle,兵庫県,Hyogo,28
castle-28-1192,富松城,Tomatsuri Castle,兵庫県,Hyogo,28
castle-28-1193,滝山城,Takiyama Castle,兵庫県,Hyogo,28
castle-28-1194,花隈城,Hanakuma Castle,兵庫県,Hyogo,28
castle-28-1195,兵庫城,Hyogo Castle,兵庫県,Hyogo,28
castle-28-1196,山下城,Yamashita Castle,兵庫県,Hyogo,28
castle-28-1197,三田城 (車瀬城),Sanda Castle (Kurumase Castle),兵庫県,Hyogo,28
castle-28-1198,茶臼山城,Chausuyama Castle,兵庫県,Hyogo,28
castle-28-1199,鷹尾城,Takao Castle,兵庫県,Hyogo,28
castle-28-1200,上津城,Kamitsu Castle,兵庫県,Hyogo,28
castle-28-1201,新田城,Nitta Castle,兵庫県,Hyogo,28
castle-28-1202,松岡城,Matsuoka Castle,兵庫県,Hyogo,28
castle-28-1203,下田中城,Shimo-Tanaka Castle,兵庫県,Hyogo,28
castle-28-1204,道場城,Dojo Castle,兵庫県,Hyogo,28
castle-28-1205,八上城,Yagami Castle,兵庫県,Hyogo,28
castle-28-1206,黒井城 (保月城 / 保築城),Kuroi Castle (Hogetsu Castle / Hochiku Castle),兵庫県,Hyogo,28
castle-28-1207,篠山城,Sasayama Castle,兵庫県,Hyogo,28
castle-28-1208,岩尾城,Iwao Castle,兵庫県,Hyogo,28
castle-28-1209,金山城,Kanayama Castle,兵庫県,Hyogo,28
castle-28-1210,有子山城,Arikoyama Castle,兵庫県,Hyogo,28
castle-28-1211,出石城,Izushi Castle,兵庫県,Hyogo,28
castle-28-1212,竹田城,Takeda Castle,兵庫県,Hyogo,28
castle-28-1213,豊岡城,Toyooka Castle,兵庫県,Hyogo,28
castle-28-1214,此隅山城,Konosumiyama Castle,兵庫県,Hyogo,28
castle-28-1215,八木城,Yagi Castle,兵庫県,Hyogo,28
castle-28-1216,朝倉城,Asakura Castle,兵庫県,Hyogo,28
castle-28-1217,宵田城,Yoida Castle,兵庫県,Hyogo,28
castle-28-1218,宿南城,Shukunami Castle,兵庫県,Hyogo,28
castle-28-1219,姫路城 (白鷺城),Himeji Castle (Shirasagi Castle),兵庫県,Hyogo,28
castle-28-1220,三木城 (釜山城),Miki Castle (Fusanya Castle),兵庫県,Hyogo,28
castle-28-1221,英賀城 (岩繋城),Aga Castle (Iwatsunagi Castle),兵庫県,Hyogo,28
castle-28-1222,明石城,Akashi Castle,兵庫県,Hyogo,28
castle-28-1223,置塩城 (藤丸城),Okishio Castle (Fujimaru Castle),兵庫県,Hyogo,28
