spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-12-0405,成東城,,千葉県,Chiba,12
castle-12-0406,松尾城,,千葉県,Chiba,12
castle-12-0407,森城,,千葉県,Chiba,12
castle-12-0408,今泉城,,千葉県,Chiba,12
castle-12-0409,千田城,,千葉県,Chiba,12
castle-12-0410,丸山城,,千葉県,Chiba,12
castle-12-0411,榎本城,,千葉県,Chiba,12
castle-12-0412,高山城,,千葉県,Chiba,12
castle-12-0413,一宮城,,千葉県,Chiba,12
castle-12-0414,小林城,,千葉県,Chiba,12
castle-12-0415,本納城,,千葉県,Chiba,12
castle-12-0416,牛久城,,千葉県,Chiba,12
castle-12-0417,引田城,,千葉県,Chiba,12
castle-12-0418,村上城,,千葉県,Chiba,12
castle-12-0419,椎津城,,千葉県,Chiba,12
castle-12-0420,佐倉城,,千葉県,Chiba,12
castle-12-0421,本佐倉城,,千葉県,Chiba,12
castle-12-0422,大椎城,,千葉県,Chiba,12
castle-12-0423,小弓城,,千葉県,Chiba,12
castle-12-0424,亥鼻城,,千葉県,Chiba,12
castle-12-0425,土気城,,千葉県,Chiba,12
castle-12-0426,馬加城,,千葉県,Chiba,12
castle-12-0427,生実城,,千葉県,Chiba,12
castle-12-0428,高品城,,千葉県,Chiba,12
castle-12-0429,大草城,,千葉県,Chiba,12
castle-12-0430,金堀城,,千葉県,Chiba,12
castle-12-0431,中山城（内山城）,,千葉県,Chiba,12
castle-12-0432,鷺沼城,,千葉県,Chiba,12
castle-12-0433,実籾城,,千葉県,Chiba,12
castle-12-0434,米本城,,千葉県,Chiba,12
castle-12-0436,臼井城,,千葉県,Chiba,12
castle-12-0437,飯野城,,千葉県,Chiba,12
castle-12-0438,高岡城,,千葉県,Chiba,12
castle-12-0439,長沼城,,千葉県,Chiba,12
castle-12-0440,鷺山城,,千葉県,Chiba,12
castle-12-0441,中野城,,千葉県,Chiba,12
castle-12-0442,矢作城（大崎城）,,千葉県,Chiba,12
castle-12-0444,山崎城,,千葉県,Chiba,12
castle-12-0445,白井城,,千葉県,Chiba,12
castle-12-0446,長岡城,,千葉県,Chiba,12
castle-12-0447,牛尾城,,千葉県,Chiba,12
castle-12-0449,和田城,,千葉県,Chiba,12
castle-12-0450,高根城,,千葉県,Chiba,12
castle-12-0451,金杉城,,千葉県,Chiba,12
castle-12-0452,米ケ崎城,,千葉県,Chiba,12
castle-12-0453,夏見城,,千葉県,Chiba,12
castle-12-0454,大野城,,千葉県,Chiba,12
castle-12-0455,国府台城,,千葉県,Chiba,12
castle-12-0456,国分城,,千葉県,Chiba,12
castle-12-0457,深井城,,千葉県,Chiba,12
