spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-12-0458,関宿城,,千葉県,Chiba,12
castle-12-0459,増尾城,,千葉県,Chiba,12
castle-12-0460,松戸城,,千葉県,Chiba,12
castle-12-0461,栗ケ沢城,,千葉県,Chiba,12
castle-12-0462,根木内城,,千葉県,Chiba,12
castle-12-0463,小金城,,千葉県,Chiba,12
castle-12-0464,手賀城,,千葉県,Chiba,12
castle-12-0465,我孫子城,,千葉県,Chiba,12
castle-12-0466,中峠城（芝原城）,,千葉県,Chiba,12
castle-12-0467,根戸城,,千葉県,Chiba,12
castle-12-0468,久寺家城,,千葉県,Chiba,12
castle-12-0469,布佐城（和田城）,,千葉県,Chiba,12
castle-12-0470,柴崎城,,千葉県,Chiba,12
castle-12-0471,佐津間城,,千葉県,Chiba,12
castle-12-0472,新木城,,千葉県,Chiba,12
castle-12-0473,芝崎城,,千葉県,Chiba,12
castle-13-0474,江戸城（皇居）,,東京都,Tokyo,13
castle-13-0475,赤塚城,,東京都,Tokyo,13
castle-13-0476,奥沢城,,東京都,Tokyo,13
castle-13-0477,小田野城,,東京都,Tokyo,13
castle-13-0478,片倉城,,東京都,Tokyo,13
castle-13-0479,勝沼城,,東京都,Tokyo,13
castle-13-0480,辛垣城,,東京都,Tokyo,13
castle-13-0481,渋谷城（金王丸城）,,東京都,Tokyo,13
castle-13-0482,志村城（板橋城・篠田城）,,東京都,Tokyo,13
castle-13-0483,石神井城,,東京都,Tokyo,13
castle-13-0484,深大寺城,,東京都,Tokyo,13
castle-13-0485,世田谷城,,東京都,Tokyo,13
castle-13-0486,八王子城,,東京都,Tokyo,13
castle-13-0487,浄福寺城,,東京都,Tokyo,13
castle-13-0488,高月城,,東京都,Tokyo,13
castle-13-0489,滝山城,,東京都,Tokyo,13
castle-13-0490,戸倉城,,東京都,Tokyo,13
castle-13-0491,練馬城,,東京都,Tokyo,13
castle-13-0492,初沢城,,東京都,Tokyo,13
castle-13-0493,平塚城,,東京都,Tokyo,13
castle-13-0494,小野路城,,東京都,Tokyo,13
castle-13-0495,元木山城,,東京都,Tokyo,13
castle-13-0496,成瀬城,,東京都,Tokyo,13
castle-13-0497,葛西城,,東京都,Tokyo,13
castle-14-0498,小田原城,,神奈川県,Kanagawa,14
castle-14-0499,足柄城,,神奈川県,Kanagawa,14
castle-14-0500,進士ヶ城,,神奈川県,Kanagawa,14
castle-14-0501,鷹ノ巣城,,神奈川県,Kanagawa,14
castle-14-0502,岡崎城,,神奈川県,Kanagawa,14
castle-14-0503,住吉城,,神奈川県,Kanagawa,14
castle-14-0504,玉縄城,,神奈川県,Kanagawa,14
castle-14-0505,浦賀城,,神奈川県,Kanagawa,14
castle-14-0506,三崎城,,神奈川県,Kanagawa,14
castle-14-0507,鎌倉城,,神奈川県,Kanagawa,14
