spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-42-1777,金石城（厳原城・府中城）,,長崎県,Nagasaki,42
castle-42-1779,勝本城,,長崎県,Nagasaki,42
castle-42-1780,石田城,,長崎県,Nagasaki,42
castle-42-1781,勘次ヶ城,,長崎県,Nagasaki,42
castle-42-1782,高津城,,長崎県,Nagasaki,42
castle-42-1783,風早城,,長崎県,Nagasaki,42
castle-42-1784,樋詰城,,長崎県,Nagasaki,42
castle-42-1785,生池城,,長崎県,Nagasaki,42
castle-42-1786,船匿城,,長崎県,Nagasaki,42
castle-42-1787,郡城,,長崎県,Nagasaki,42
castle-42-1788,鶴翔城,,長崎県,Nagasaki,42
castle-42-1789,覩城,,長崎県,Nagasaki,42
castle-42-1790,鉢形城,,長崎県,Nagasaki,42
castle-42-1791,中浦城,,長崎県,Nagasaki,42
castle-42-1792,亀尾城,,長崎県,Nagasaki,42
castle-42-1793,富江陣屋,,長崎県,Nagasaki,42
castle-42-1795,深堀陣屋,,長崎県,Nagasaki,42
castle-43-1796,熊本城（銀杏城）,,熊本県,Kumamoto,43
castle-43-1797,隈本城,,熊本県,Kumamoto,43
castle-43-1798,千葉城,,熊本県,Kumamoto,43
castle-43-1799,宇土城,,熊本県,Kumamoto,43
castle-43-1800,田中城,,熊本県,Kumamoto,43
castle-43-1801,岩尾城,,熊本県,Kumamoto,43
castle-43-1802,鞠智城,,熊本県,Kumamoto,43
castle-43-1803,菊池城,,熊本県,Kumamoto,43
castle-43-1804,鍋城,,熊本県,Kumamoto,43
castle-43-1805,佐敷城,,熊本県,Kumamoto,43
castle-43-1806,山鹿城,,熊本県,Kumamoto,43
castle-43-1807,木山城,,熊本県,Kumamoto,43
castle-43-1808,山田城,,熊本県,Kumamoto,43
castle-43-1809,人吉城,,熊本県,Kumamoto,43
castle-43-1810,古麓城（八代城・飯盛城・鷹峯城）,,熊本県,Kumamoto,43
castle-43-1811,麦島城（八代城）,,熊本県,Kumamoto,43
castle-43-1812,八代城（松江城）,,熊本県,Kumamoto,43
castle-43-1813,水俣城,,熊本県,Kumamoto,43
castle-43-1814,本渡城,,熊本県,Kumamoto,43
castle-43-1815,富岡城,,熊本県,Kumamoto,43
castle-43-1816,竹迫城,,熊本県,Kumamoto,43
castle-43-1817,南関城,,熊本県,Kumamoto,43
castle-43-1818,御船城,,熊本県,Kumamoto,43
castle-43-1819,堅志田城,,熊本県,Kumamoto,43
castle-44-1820,中津城（扇城）,,大分県,Oita,44
castle-44-1821,長岩城,,大分県,Oita,44
castle-44-1822,時枝城,,大分県,Oita,44
castle-44-1823,妙見嶽城,,大分県,Oita,44
castle-44-1824,光岡城,,大分県,Oita,44
castle-44-1825,龍王城,,大分県,Oita,44
castle-44-1826,高田城,,大分県,Oita,44
castle-44-1827,真玉城,,大分県,Oita,44
castle-44-1828,杵築城,,大分県,Oita,44
