spot_id,name_ja,name_en,prefecture_ja,prefecture_en,pref_id
castle-40-1677,蒲池城,Kamachi Castle,福岡県,Fukuoka,40
castle-40-1678,黒崎城,Kurosaki Castle,福岡県,Fukuoka,40
castle-40-1679,立花山城,Tachibanayama Castle,福岡県,Fukuoka,40
castle-40-1680,蔦ヶ嶽城,Tsutagake Castle,福岡県,Fukuoka,40
castle-40-1681,香春岳城,Kawara-dake Castle,福岡県,Fukuoka,40
castle-40-1682,岩石城,Ganjaku Castle,福岡県,Fukuoka,40
castle-40-1683,秋月城,Akizuki Castle,福岡県,Fukuoka,40
castle-40-1684,益富城,Masutomi Castle,福岡県,Fukuoka,40
castle-40-1685,古処山城,Koshozan Castle,福岡県,Fukuoka,40
castle-40-1686,城井谷城,Kii-dani Castle,福岡県,Fukuoka,40
castle-40-1687,柳瀬城,Yanase Castle,福岡県,Fukuoka,40
castle-40-1688,稲光城,Inamitsu Castle,福岡県,Fukuoka,40
castle-40-1689,南原城,Minamihara Castle,福岡県,Fukuoka,40
castle-40-1690,覗山城,Nozokiyama Castle,福岡県,Fukuoka,40
castle-40-1691,宝山城,Houzan Castle,福岡県,Fukuoka,40
castle-40-1692,蓑島城,Minoshima Castle,福岡県,Fukuoka,40
castle-40-1693,旭城,Asahi Castle,福岡県,Fukuoka,40
castle-40-1694,有智山城,Uchiyama Castle,福岡県,Fukuoka,40
castle-40-1695,障子ヶ岳城,Shojigatake Castle,福岡県,Fukuoka,40
castle-40-1696,長岩城,Nagaiwa Castle,福岡県,Fukuoka,40
castle-40-1697,大野城,Ono Castle,福岡県,Fukuoka,40
castle-40-1698,柳川城 (舞鶴城),Yanagawa Castle (Maizurujo),福岡県,Fukuoka,40
castle-40-1699,榎津城,Enokizu Castle,福岡県,Fukuoka,40
castle-40-1700,酒見城,Sakemi Castle,福岡県,Fukuoka,40
castle-40-1701,貫城,Nuki Castle,福岡県,Fukuoka,40
castle-40-1702,門司城,Moji Castle,福岡県,Fukuoka,40
castle-40-1703,三角山城,Sankakuyama Castle,福岡県,Fukuoka,40
castle-40-1704,寒竹城,Kanchiku Castle,福岡県,Fukuoka,40
castle-40-1705,山隈城,Yamakuma Castle,福岡県,Fukuoka,40
castle-40-1706,怡土城 (高祖城),Ito Castle (Kosojo),福岡県,Fukuoka,40
castle-40-1707,長野城,Nagano Castle,福岡県,Fukuoka,40
castle-40-1708,発心城,Hosshin Castle,福岡県,Fukuoka,40
castle-40-1709,上伊良原城,Kami-irabara Castle,福岡県,Fukuoka,40
castle-40-1710,山下城,Yamashita Castle,福岡県,Fukuoka,40
castle-40-1711,大坂山城,Osakayama Castle,福岡県,Fukuoka,40
castle-40-1712,小倉山城,Ogurayama Castle,福岡県,Fukuoka,40
castle-40-1713,繋城,Tsunagi Castle,福岡県,Fukuoka,40
castle-40-1714,舞岳城,Maidake Castle,福岡県,Fukuoka,40
castle-40-1715,岳山城,Takeyama Castle,福岡県,Fukuoka,40
castle-40-1716,白山城,Hakusan Castle,福岡県,Fukuoka,40
castle-40-1717,豊前松山城,Buzen Matsuyama Castle,福岡県,Fukuoka,40
castle-40-1718,花尾城,Hanao Castle,福岡県,Fukuoka,40
castle-40-1719,高野山城,Koyasan Castle,福岡県,Fukuoka,40
castle-40-1720,八木山城,Yakiyama Castle,福岡県,Fukuoka,40
castle-40-1721,馬ヶ岳城,Umagatake Castle,福岡県,Fukuoka,40
castle-40-1722,若松城,Wakamatsu Castle,福岡県,Fukuoka,40
castle-41-1723,佐賀城,Saga Castle,佐賀県,Saga,41
castle-41-1724,名護屋城,Nagoya Castle,佐賀県,Saga,41
castle-41-1725,唐津城,Karatsu Castle,佐賀県,Saga,41
castle-41-1726,千葉城 (肥前千葉城),Chiba Castle (Hizen Chibajo),佐賀県,Saga,41
